,ActBuyNum,ActSellNum,BMoney,CPrice,CTypeDes,ChgRadio,PBuy,RChange10DC,RChange10DO,RChange15DC,RChange15DO,RChange1DC,RChange1DO,RChange1M,RChange1Y,RChange20DC,RChange20DO,RChange2DC,RChange2DO,RChange30DC,RChange30DO,RChange3DC,RChange3DO,RChange3M,RChange5DC,RChange5DO,RChange6M,SCode,SMoney,SName,SalesCode,SalesName,TDate,code
141,32889074,,32889074,45.06,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,5.6011,32889074,-12.6054,-15.499,-7.834,-10.3902,-5.5482,-15.887,290.46793761,290.46793761,-14.1367,-16.426,-7.0794,-7.3938,-14.6028,-17.4391,-12.0506,-17.8918,290.46793761,-11.7621,-15.8655,290.46793761,603896,,寿仙谷,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-31,603896.XSHG
142,50457811.1,,50457811.1,12.36,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-9.1844,50457811.1,-9.5469,-7.977,-4.6117,-3.2895,-2.7508,-2.5493,-40.4050141,-1.6706438,-6.6343,-5.4276,-11.9741,-9.7039,-6.2298,-5.0164,-11.0032,-9.6217,-40.4050141,-8.2524,-7.4013,-29.25014268,600735,,新华锦,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-26,600735.XSHG
143,,16292184.18,,4.34,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-7.6596,-16292184.18,2.765,5.6738,-1.8433,0.4728,-2.3041,1.182,-10.88295685,29.55223879,-1.3825,0.7092,-5.0691,-4.0189,2.5346,4.7281,-2.5346,0,-20.80291969,3.9171,7.565,15.73333332,601003,16292184.18,柳钢股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-11,601003.XSHG
144,178124,87699357.01,178124,39.15,日振幅值达到15%的前五只证券,-6.3173,-87521233.01,-7.152,-6.8312,-18.6462,-18.9351,9.3231,9.0649,151.76848868,232.62531869,-12.235,-12.2857,7.1009,7.7922,-14.9425,-13.7662,12.2605,11.8701,175.8985201,5.3384,5.0649,161.87290974,000856,87699357.01,冀东装备,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-10,000856.XSHE
145,178124,87699357.01,178124,39.15,日换手率达到20%的前五只证券,-6.3173,-87521233.01,-7.152,-6.8312,-18.6462,-18.9351,9.3231,9.0649,151.76848868,232.62531869,-12.235,-12.2857,7.1009,7.7922,-14.9425,-13.7662,12.2605,11.8701,175.8985201,5.3384,5.0649,161.87290974,000856,87699357.01,冀东装备,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-10,000856.XSHE
146,83228497.41,253493,83228497.41,41.79,日涨幅偏离值达到7%的前五只证券,10.0026,82975004.41,-12.85,-15.7932,-22.6131,-24.4879,-6.3173,-8.2897,168.74598066,237.28813569,-19.3108,-21.2482,2.4168,0.0238,-17.3726,-18.9852,0.335,-1.1434,198.28693786,2.7997,1.4769,183.89945651,000856,253493,冀东装备,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-09,000856.XSHE
147,83228497.41,253493,83228497.41,41.79,日换手率达到20%的前五只证券,10.0026,82975004.41,-12.85,-15.7932,-22.6131,-24.4879,-6.3173,-8.2897,168.74598066,237.28813569,-19.3108,-21.2482,2.4168,0.0238,-17.3726,-18.9852,0.335,-1.1434,198.28693786,2.7997,1.4769,183.89945651,000856,253493,冀东装备,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-09,000856.XSHE
148,0,9870,0,19.74,无价格涨跌幅限制的证券,43.9825,-9870,100.0507,74.2054,90.9828,68.0792,9.9797,9.9954,43.98249453,43.98249453,89.2604,71.0272,20.9726,21.0041,72.7964,57.9917,33.08,33.1184,43.98249453,61.0436,61.0778,43.98249453,300651,9870,金陵体育,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-09,300651.XSHE
149,11334228.34,,11334228.34,18.94,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,9.9884,11334228.34,6.5998,6.8013,5.0686,5.101,7.8141,8.6079,-10.74458059,-21.14904247,12.4076,14.1339,0.2112,-0.6376,20.7497,21.3603,-4.4351,-3.2944,-12.59806184,-7.1278,-7.067,-37.47111258,600071,,凤凰光学,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-08,600071.XSHG
150,29158352,,29158352,31.34,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,-4.9439,29158352,-4.9138,-8.9062,-16.7518,-18.7188,-5.9668,-9.375,115.39518899,122.86751673,-21.9847,-20.5938,-2.8079,-5.6875,-15.1244,-17.5625,-7.4346,-6.625,106.59195784,2.5207,-2.1875,95.7526546,603616,,韩建河山,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-05,603616.XSHG
151,29158352,,29158352,31.34,有价格涨跌幅限制的日换手率达到20%的前三只证券,-4.9439,29158352,-4.9138,-8.9062,-16.7518,-18.7188,-5.9668,-9.375,115.39518899,122.86751673,-21.9847,-20.5938,-2.8079,-5.6875,-15.1244,-17.5625,-7.4346,-6.625,106.59195784,2.5207,-2.1875,95.7526546,603616,,韩建河山,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-05,603616.XSHG
152,24933967,17064746,24933967,39.98,日换手率达到20%的前五只证券,0.7815,7869221,3.1516,2.6389,-9.0795,-8.9825,-4.4522,-5.9376,196.8077209,212.09992195,-20.3352,-20.8069,-5.8529,-3.73,-12.3812,-12.1289,-4.9775,-7.257,185.16405125,-2.076,-2.3091,173.46101227,000856,17064746,冀东装备,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-03,000856.XSHE
153,16079795.89,38295800.02,16079795.89,39.67,日涨幅偏离值达到7%的前五只证券,10.0111,-22216004.13,8.2934,2.8986,-8.1926,-14.6135,0.7814,-4.8068,194.50631036,209.67993756,-18.4774,-23.43,-3.7056,-10.4589,-13.0073,-16.7874,-5.1172,-8.3575,182.95292429,5.3441,1.401,172.45879119,000856,38295800.02,冀东装备,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-02,000856.XSHE
154,36683972,87691,36683972,36.06,日涨幅偏离值达到7%的前五只证券,10.0061,36596281,21.8802,11.5803,0.9706,-5.3109,10.0111,7.2539,144.30894313,176.53374229,-2.3295,-11.9171,10.8708,2.0984,-3.5219,-11.1399,5.9346,-3.9637,157.20399424,5.3522,-5.3109,143.31983807,000856,87691,冀东装备,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-28,000856.XSHE
155,36683972,87691,36683972,36.06,日换手率达到20%的前五只证券,10.0061,36596281,21.8802,11.5803,0.9706,-5.3109,10.0111,7.2539,144.30894313,176.53374229,-2.3295,-11.9171,10.8708,2.0984,-3.5219,-11.1399,5.9346,-3.9637,157.20399424,5.3522,-5.3109,143.31983807,000856,87691,冀东装备,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-28,000856.XSHE
156,31244565.6,11291,31244565.6,19.61,日涨幅偏离值达到7%的前五只证券,9.9832,31233274.6,14.3804,13.4848,-9.3934,-10.2629,-1.1219,-1.5152,23.95701643,137.69696969,-21.935,-21.6195,8.771,7.9798,-21.0648,-21.9237,16.6752,12.1212,110.40772532,10.3519,10.4545,113.15217394,002307,11291,北新路桥,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-27,002307.XSHE
157,41882,51721305.73,41882,10.78,连续三个交易日内，跌幅偏离值累计达到20%的证券,-10.0167,-51679423.73,-20.4082,-19.8688,-18.4575,-17.9922,4.6382,4.3112,-22.83464567,-37.28317651,-16.2286,-14.6143,1.9481,3.8425,-12.5136,-11.987,0.9276,2.6242,-18.27141773,0.1855,0.9372,-32.45614034,002655,51721305.73,共达电声,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-27,002655.XSHE
158,0,12627170,0,13.39,日跌幅偏离值达到7%的前五只证券,-8.8496,-12627170,-1.5683,-2.4481,-3.8835,-4.5252,2.0911,0.9644,-15.73316551,-7.1415109,-22.2697,-29.025,3.286,2.7448,-24.0635,-24.5705,2.9873,2.4481,-5.90302179,2.2405,0.5935,-23.31042383,002296,12627170,辉煌科技,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-25,002296.XSHE
159,0,33078,,9.14,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-10.0394,-40782662,3.5011,4.0359,10.2845,10.9865,-1.9694,1.4574,31.70028819,29.46175637,20.2407,20.1794,-0.4376,-0.1121,16.9584,20.2915,9.5186,18.9462,32.65602322,23.4136,27.0179,38.90577509,600550,40782662,保变电气,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-21,600550.XSHG
160,,40749584,,10.16,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,-10.0089,-40749584,2.8543,10.9359,0.8858,5.1525,-10.0394,-6.204,48.97360704,43.90934844,10.0394,13.5647,-11.811,-4.837,0.0984,6.4143,-10.4331,-6.3091,49.6318115,8.2677,12.3028,53.93939397,600550,40749584,保变电气,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-20,600550.XSHG
161,210764,44672168.2,210764,9.08,日跌幅偏离值达到7%的前五只证券,-8.4677,-44461404.2,24.4493,21.9376,1.3216,1.3363,2.3128,0.2227,34.91827638,3.2345517,6.4978,7.0156,-4.7357,-3.5635,-4.185,-4.2316,-12.0044,-11.2472,45.9807074,-1.8722,-2.5612,33.13782991,300117,44672168.2,嘉寓股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-19,300117.XSHE
162,1089540,44843476,1089540,31.29,日振幅值达到15%的前五只证券,0.9355,-43753936,9.8114,8.7084,-1.6619,-1.2068,-7.031,-7.3712,97.66266582,115.17445847,-2.1413,0.2609,-13.3589,-7.5995,-17.4497,-14.7423,-8.1176,-8.0235,119.11764706,6.8712,10.8937,90.79268294,300137,44843476,先河环保,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-19,300137.XSHE
163,1089540,44843476,1089540,31.29,日换手率达到20%的前五只证券,0.9355,-43753936,9.8114,8.7084,-1.6619,-1.2068,-7.031,-7.3712,97.66266582,115.17445847,-2.1413,0.2609,-13.3589,-7.5995,-17.4497,-14.7423,-8.1176,-8.0235,119.11764706,6.8712,10.8937,90.79268294,300137,44843476,先河环保,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-19,300137.XSHE
164,49099465,161967,49099465,9.92,日振幅值达到15%的前五只证券,7.1274,48937498,6.1492,7.5212,-10.0806,-5.7203,-8.4677,-4.8729,47.39970281,14.37922597,6.754,7.839,-6.3508,-4.661,-11.8952,-7.839,-12.8024,-8.2627,57.21077654,-18.3468,-15.7839,48.28101643,300117,161967,嘉寓股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-18,300117.XSHE
165,49099465,161967,49099465,9.92,日换手率达到20%的前五只证券,7.1274,48937498,6.1492,7.5212,-10.0806,-5.7203,-8.4677,-4.8729,47.39970281,14.37922597,6.754,7.839,-6.3508,-4.661,-11.8952,-7.839,-12.8024,-8.2627,57.21077654,-18.3468,-15.7839,48.28101643,300117,161967,嘉寓股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-18,300117.XSHE
166,50022680.48,54168,50022680.48,31,日换手率达到20%的前五只证券,2.9216,49968512.48,15.0645,14.3333,-3.871,-1,0.9355,2.2,95.83070118,107.7688045,9.3548,10.9333,-6.1613,-5.3333,-16.5484,-15.0667,-12.5484,-5.5667,114.53287195,-1.9355,-1,93.38739864,300137,54168,先河环保,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-18,300137.XSHE
167,287099,40889646.97,287099,20.6,日换手率达到20%的前五只证券,1.5779,-40602547.97,7.3786,12.5758,-2.8155,-2.9798,2.6699,4.596,77.89291884,90.94109868,-1.6019,-0.5051,1.1165,0,-14.2695,-11.6647,-2.1845,1.0101,83.92857142,-12.6699,-10.8081,77.73943055,002457,40889646.97,青龙管业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-14,002457.XSHE
168,40833624.2,1098056,40833624.2,20.28,日涨幅偏离值达到7%的前五只证券,9.9783,39735568.2,5.8679,0.1887,9.6647,4.9057,1.5779,-6.6038,77.11790391,92.42940778,-0.5917,-6.5094,4.2899,-2.3113,-14.3476,-16.9318,2.712,-6.6038,78.20738136,-7.1499,-12.0283,74.22680412,002457,1098056,青龙管业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-13,002457.XSHE
169,40833624.2,1098056,40833624.2,20.28,日振幅值达到15%的前五只证券,9.9783,39735568.2,5.8679,0.1887,9.6647,4.9057,1.5779,-6.6038,77.11790391,92.42940778,-0.5917,-6.5094,4.2899,-2.3113,-14.3476,-16.9318,2.712,-6.6038,78.20738136,-7.1499,-12.0283,74.22680412,002457,1098056,青龙管业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-13,002457.XSHE
170,40833624.2,1098056,40833624.2,20.28,日换手率达到20%的前五只证券,9.9783,39735568.2,5.8679,0.1887,9.6647,4.9057,1.5779,-6.6038,77.11790391,92.42940778,-0.5917,-6.5094,4.2899,-2.3113,-14.3476,-16.9318,2.712,-6.6038,78.20738136,-7.1499,-12.0283,74.22680412,002457,1098056,青龙管业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-13,002457.XSHE
171,65688,84824152.54,65688,21.36,日振幅值达到15%的前五只证券,-8.3262,-84758464.54,7.5375,10.1695,16.1049,18.9346,0.3277,3.7772,94.18181816,170.55206064,-3.2303,0.1937,-3.4644,-2.1792,-22.6592,-19.9516,-0.4213,2.4213,128.93890676,4.2135,8.9104,168.67924526,002302,84824152.54,西部建设,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-12,002302.XSHE
172,73610,27819695.6,73610,23.85,日跌幅偏离值达到7%的前五只证券,-10,-27746085.6,6.9182,8.4092,13.6268,13.9575,0.9224,10.5332,33.46390598,2.7158815,1.8868,3.8578,-1.8868,-0.3034,-2.348,0.13,1.7191,4.6814,30.47045952,12.327,12.7005,10.93023256,300075,27819695.6,数字政通,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-12,300075.XSHE
173,73610,27819695.6,73610,23.85,日换手率达到20%的前五只证券,-10,-27746085.6,6.9182,8.4092,13.6268,13.9575,0.9224,10.5332,33.46390598,2.7158815,1.8868,3.8578,-1.8868,-0.3034,-2.348,0.13,1.7191,4.6814,30.47045952,12.327,12.7005,10.93023256,300075,27819695.6,数字政通,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-12,300075.XSHE
174,29855940,61856,29855940,26.5,日换手率达到20%的前五只证券,8.6066,29794084,-11.283,-8.8845,3.2075,7.9681,-10,-8.0876,48.29322887,21.7722428,-12.0755,-6.5737,-9.1698,1.5936,-13.3962,-8.9641,-11.6981,-8.3665,41.63548905,-7.283,-3.9841,22.68518519,300075,61856,数字政通,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-11,300075.XSHE
175,30154,23336605.01,30154,23.17,日跌幅偏离值达到7%的前五只证券,-9.9845,-23306451.01,-21.407,-19.7421,-18.8606,-17.2966,-8.0708,-6.6696,-6.49717514,430.20594966,-25.0755,-24.1885,-9.1066,-11.0716,-28.7441,-27.0342,-12.2572,-8.8484,430.20594966,-24.4281,-27.968,430.20594966,002839,23336605.01,张家港行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-10,002839.XSHE
176,30154,23336605.01,30154,23.17,日换手率达到20%的前五只证券,-9.9845,-23306451.01,-21.407,-19.7421,-18.8606,-17.2966,-8.0708,-6.6696,-6.49717514,430.20594966,-25.0755,-24.1885,-9.1066,-11.0716,-28.7441,-27.0342,-12.2572,-8.8484,430.20594966,-24.4281,-27.968,430.20594966,002839,23336605.01,张家港行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-10,002839.XSHE
177,80851,32679296.73,80851,23.78,连续三个交易日内，跌幅偏离值累计达到20%的证券,-7.1094,-32598445.73,-18.8394,-19.8153,-24.1379,-25.6927,0.7149,0.3359,5.32030259,52.01358156,-19.386,-19.5214,-5.9294,-11.7128,-26.1985,-27.1201,-15.349,-13.5181,35.32871889,-12.8259,-12.2586,12.2602875,300398,32679296.73,飞凯材料,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-05,300398.XSHE
178,5666706,32554701.9,5666706,29.95,日振幅值达到15%的前五只证券,1.6978,-26887995.9,-40.2671,-37.3961,-40.1002,-39.3698,-4.5075,-6.5097,30.2173913,585.35469108,-36.2938,-34.903,-14.0568,-15.1662,-38.9983,-39.2313,-22.6377,-22.126,585.35469108,-29.6828,-30.7479,585.35469108,002839,32554701.9,张家港行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-04-05,002839.XSHE
179,245220,27978371.97,245220,18.41,日跌幅偏离值达到7%的前五只证券,-9.9756,-27733151.97,7.9848,10.6009,-11.5155,-7.9365,4.6171,7.4263,24.56021652,30.56737589,-4.9973,-1.9274,3.748,6.1224,-11.4612,-9.9206,6.0837,11.8481,54.1876047,18.3053,24.6032,40.85692426,002246,27978371.97,北化股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-31,002246.XSHE
180,193554,27538057,193554,23.86,日跌幅偏离值达到7%的前五只证券,-9.9962,-27344503,-7.4183,-3.7778,-20.6203,-16,-4.233,1.0667,23.626943,88.13677662,-12.7829,-9.4222,-1.5926,0.7556,-17.1836,-13.2889,-3.6044,0.4,15.88149588,-1.5088,2.2222,66.85314685,002040,27538057,南京港,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-31,002040.XSHE
181,0,42610666.92,0,74.32,日跌幅偏离值达到7%的前五只证券,-10.0024,-42610666.92,-18.1243,-15.5772,-12.0694,-12.3505,-1.7626,1.1127,31.56310851,364.79049406,-5.8531,-3.491,-3.5522,-0.2782,-1.7761,0.6398,-3.1755,-3.338,364.79049406,-5.9473,-3.7135,364.79049406,002845,42610666.92,同兴达,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-31,002845.XSHE
182,28964245.87,173944,28964245.87,20.45,连续三个交易日内，涨幅偏离值累计达到20%的证券,8.3731,28790301.87,-2.7384,-5.2,-23.7164,-22.8,-9.9756,-11.8,38.36265223,45.03546098,-13.3007,-12.7,-5.8191,-5.25,-24.0098,-23.2,-6.6015,-6.4,71.99327165,-3.1785,-3.5,56.46518744,002246,173944,北化股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-30,002246.XSHE
183,40180000,313191.38,40180000,20.09,日涨幅偏离值达到7%的前五只证券,10.0219,39866808.62,2.6381,0.5976,20.3584,17.2809,4.6789,1.4442,80.99099098,163.07499091,18.7158,18.8247,-0.4978,-5.3785,-0.0996,-1.6434,0.2987,0.0498,171.48648643,-0.448,-2.7888,159.56072352,002302,313191.38,西部建设,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-29,002302.XSHE
184,33272206.85,55732,33272206.85,29.59,日换手率达到20%的前五只证券,-2.472,33216474.85,-28.4894,-33.8079,-40.8246,-42.8477,-6.5563,-16.7881,35.71943485,94.8569472,-35.8567,-37.8808,-13.4843,-20.3311,-44.2717,-45.8609,-19.635,-21.1258,80.91187492,-24.4001,-30.3642,39.68805328,300398,55732,飞凯材料,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-29,300398.XSHE
185,45767040,264000,45767040,82.5,日涨幅偏离值达到7%的前五只证券,10,45503040,-17.9515,-19.4108,-26.8485,-27.6374,-1.6485,-2.8979,46.04354753,415.94746717,-17.3333,-19.1714,0.097,-4.1911,-8.0606,-9.8312,-9.9152,-13.9025,415.94746717,-13.1152,-14.142,415.94746717,002845,264000,同兴达,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-28,002845.XSHE
186,45767040,264000,45767040,82.5,日换手率达到20%的前五只证券,10,45503040,-17.9515,-19.4108,-26.8485,-27.6374,-1.6485,-2.8979,46.04354753,415.94746717,-17.3333,-19.1714,0.097,-4.1911,-8.0606,-9.8312,-9.9152,-13.9025,415.94746717,-13.1152,-14.142,415.94746717,002845,264000,同兴达,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-28,002845.XSHE
187,45767040,264000,45767040,82.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,10,45503040,-17.9515,-19.4108,-26.8485,-27.6374,-1.6485,-2.8979,46.04354753,415.94746717,-17.3333,-19.1714,0.097,-4.1911,-8.0606,-9.8312,-9.9152,-13.9025,415.94746717,-13.1152,-14.142,415.94746717,002845,264000,同兴达,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-28,002845.XSHE
188,34136134,48496,34136134,61.94,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.0008,34087638,-2.0827,-3.0958,-9.8644,-5.4821,5.0048,6.4173,46.81204078,150.66774587,3.1159,6.4173,7.6203,7.4815,2.4863,2.5153,3.9716,2.4025,180.01808316,4.4236,6.3367,180.01808316,000710,48496,*ST天仪,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-17,000710.XSHE
189,81047795.19,32691,81047795.19,54.98,日涨幅偏离值达到7%的前五只证券,10.004,81015104.19,9.4398,10.2019,14.769,14.0753,1.837,1.6548,14.11374014,187.06338632,7.6391,8.0196,6.4023,9.1107,-2.1838,-2.8037,5.1109,4.0189,21.77187154,3.4012,3.6734,0.67753159,300072,32691,三聚环保,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-13,300072.XSHE
190,21013404,11500,21013404,24.55,日换手率达到20%的前五只证券,9.9418,21001904,-5.6212,-5.7418,-28.6762,-32.1039,0.9369,2.2632,142.34945706,461.78489703,-25.8248,-24.3504,2.4033,3.3529,-29.2872,-28.5415,1.3442,3.3529,461.78489703,9.2872,10.2263,461.78489703,002839,11500,张家港行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-08,002839.XSHE
191,30514441,104925,30376060,60.74,日涨幅偏离值达到7%的前五只证券,9.9964,30376060,-1.7122,-3.1439,-2.1732,-6.0813,-5.7458,-10.289,29.70318172,149.44558522,-3.1116,-7.1134,-5.9104,-11.1146,-18.4228,-20.9114,-0.922,-6.637,-7.26717558,0.5598,-2.9851,-3.12599681,300340,0,科恒股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-06,300340.XSHE
192,30514441,104925,30514441,60.74,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.9964,30409516,-1.7122,-3.1439,-2.1732,-6.0813,-5.7458,-10.289,29.70318172,149.44558522,-3.1116,-7.1134,-5.9104,-11.1146,-18.4228,-20.9114,-0.922,-6.637,-7.26717558,0.5598,-2.9851,-3.12599681,300340,104925,科恒股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-06,300340.XSHE
193,70122135.5,318491,70122135.5,58.89,日涨幅偏离值达到7%的前五只证券,9.9925,69803644.5,-6.215,-5.7565,-5.2471,-6.0791,0.2208,-0.7472,16.19968429,133.04313414,-9.9168,-9.9168,-2.1056,-2.0886,-20.2581,-21.6505,-3.4131,-3.2264,22.68749999,-0.0679,-1.5113,-0.35532995,300073,318491,当升科技,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-03,300073.XSHE
194,2399913,31970768.32,2399913,62.6,日跌幅偏离值达到7%的前五只证券,-7.8192,-29570855.32,-2.508,-3.5144,-5.8946,-5.8307,0.7348,-0.7668,48.97667778,465.55503011,-10.9265,-11.1661,1.5974,1.4377,-19.1906,-19.3506,4.4728,2.2045,35.43920381,0.4952,2.0767,60.92544988,002352,31970768.32,顺丰控股,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-03-03,002352.XSHE
195,22744306,30055846,22744306,16.23,日涨幅偏离值达到7%的前五只证券,10.0339,-7311540,23.8447,22.3471,30.6839,29.2135,3.3272,0.1873,59.4302554,249.78448276,28.7739,27.4657,1.0474,0.4994,27.9729,27.7154,1.0474,-0.4994,18.12227074,-0.5545,-0.1248,249.78448276,002807,30055846,江阴银行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-16,002807.XSHE
196,22744306,30055846,22744306,16.23,日换手率达到20%的前五只证券,10.0339,-7311540,23.8447,22.3471,30.6839,29.2135,3.3272,0.1873,59.4302554,249.78448276,28.7739,27.4657,1.0474,0.4994,27.9729,27.7154,1.0474,-0.4994,18.12227074,-0.5545,-0.1248,249.78448276,002807,30055846,江阴银行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-16,002807.XSHE
197,22744306,30055846,52244306,16.23,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0339,21860490,23.8447,22.3471,30.6839,29.2135,3.3272,0.1873,59.4302554,249.78448276,28.7739,27.4657,1.0474,0.4994,27.9729,27.7154,1.0474,-0.4994,18.12227074,-0.5545,-0.1248,249.78448276,002807,30383816,江阴银行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-16,002807.XSHE
198,0,26315652.6,23957209.79,16.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.9796,-2407051.81,31.2963,17.7329,52.963,36.9248,10,-1.0662,270.70938215,270.70938215,81.7901,48.7654,16.8519,5.8923,0.3704,-8.6981,20.679,5.2189,270.70938215,13.8889,1.0101,270.70938215,002839,26364261.6,张家港行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-16,002839.XSHE
199,29500000,327970,29500000,14.75,日涨幅偏离值达到7%的前五只证券,9.9925,29172030,35.661,27.5333,41.1525,41.2,10.0339,6.8,44.89194499,217.88793103,40.339,37.7333,13.6949,7,44.2034,40.6667,11.1864,7.3333,5.58339298,8.4746,5.3333,217.88793103,002807,327970,江阴银行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-15,002807.XSHE
200,23957209.79,48609,23957209.79,14.73,日涨幅偏离值达到7%的前五只证券,10.0075,23908600.79,31.3646,18.5185,66.6667,47.284,9.9796,10,237.07093822,237.07093822,82.1453,62.3457,20.9776,8.8272,18.873,0,28.5132,16.4815,237.07093822,24.8473,11.0494,237.07093822,002839,48609,张家港行,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-15,002839.XSHE
201,0,58359096.3,0,59.88,日换手率达到20%的前五只证券,3.9944,-58359096.3,-23.5638,-19.4643,-18.1697,-14.0893,-7.4983,-6.2321,285.82474227,511.02040816,-25.8851,-20.5357,-16.7502,-15.1786,-26.837,-23.2143,-22.0274,-16.6607,511.02040816,-19.8397,-12.5,511.02040816,002824,58359096.3,和胜股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-15,002824.XSHE
202,52350000,5235,52350000,52.35,日涨幅偏离值达到7%的前五只证券,10.0021,52344765,-10.4298,-10.9057,-11.7479,-12.1132,9.9904,8.6604,271.01346563,434.18367347,-13.9637,-15.0943,14.384,5.6604,-5.8644,-6.9623,5.8071,-0.9245,434.18367347,-10.8118,-11.9434,434.18367347,002824,5235,和胜股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-13,002824.XSHE
203,52350000,5235,52350000,52.35,日换手率达到20%的前五只证券,10.0021,52344765,-10.4298,-10.9057,-11.7479,-12.1132,9.9904,8.6604,271.01346563,434.18367347,-13.9637,-15.0943,14.384,5.6604,-5.8644,-6.9623,5.8071,-0.9245,434.18367347,-10.8118,-11.9434,434.18367347,002824,5235,和胜股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-02-13,002824.XSHE
