,ActBuyNum,ActSellNum,BMoney,CPrice,CTypeDes,ChgRadio,PBuy,RChange10DC,RChange10DO,RChange15DC,RChange15DO,RChange1DC,RChange1DO,RChange1M,RChange1Y,RChange20DC,RChange20DO,RChange2DC,RChange2DO,RChange30DC,RChange30DO,RChange3DC,RChange3DO,RChange3M,RChange5DC,RChange5DO,RChange6M,SCode,SMoney,SName,SalesCode,SalesName,TDate,code
78,0,32600563.89,0,37.62,日振幅值达到15%的前五只证券,-5.4774,-32600563.89,-22.3817,-23.7374,-25.8639,-25.8905,-4.1467,-5.3695,271.73913043,435.13513514,-34.1839,-34.3434,-10.2605,-12.0415,-32.908,-32.7751,-16.0021,-15.7363,435.13513514,-14.8857,-16.135,435.13513514,002895,32600563.89,川恒股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-26,002895.XSHE
79,0,32600563.89,0,37.62,日换手率达到20%的前五只证券,-5.4774,-32600563.89,-22.3817,-23.7374,-25.8639,-25.8905,-4.1467,-5.3695,271.73913043,435.13513514,-34.1839,-34.3434,-10.2605,-12.0415,-32.908,-32.7751,-16.0021,-15.7363,435.13513514,-14.8857,-16.135,435.13513514,002895,32600563.89,川恒股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-26,002895.XSHE
80,35803092,24500,35803092,47.9,日换手率达到20%的前五只证券,4.1078,35778592,-4.7808,-0.2597,9.7704,11.9238,-3.9666,-0.2164,43.97354974,932.32758621,17.3069,20.7531,-3.8413,-4.7609,67.4739,72.4302,1.7328,2.5752,304.21940928,4.7599,7.0115,932.32758621,300666,24500,江丰电子,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-25,300666.XSHE
81,31812400.07,0,31812400.07,39.8,日涨幅偏离值达到7%的前五只证券,10.0055,31812400.07,-27.0101,-31.4528,-25.5276,-29.661,-5.4774,-8.9104,466.14509246,466.14509246,-37.4623,-40.2421,-9.397,-13.8015,-33.6432,-35.6901,-15.1759,-19.8789,466.14509246,-20.0251,-23.0751,466.14509246,002895,0,川恒股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-22,002895.XSHE
82,31812400.07,0,31812400.07,39.8,日换手率达到20%的前五只证券,10.0055,31812400.07,-27.0101,-31.4528,-25.5276,-29.661,-5.4774,-8.9104,466.14509246,466.14509246,-37.4623,-40.2421,-9.397,-13.8015,-33.6432,-35.6901,-15.1759,-19.8789,466.14509246,-20.0251,-23.0751,466.14509246,002895,0,川恒股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-22,002895.XSHE
83,20906404,16303773.5,20906404,40.1,日跌幅偏离值达到7%的前五只证券,-8.6976,4602630.5,0.1247,-0.2221,-3.7656,2.6654,0.4489,-0.0494,40.40616246,50.97891553,23.192,20.5084,-3.7905,-2.69,9.0773,6.8361,-0.7731,-1.5548,58.49802372,6.808,6.8608,38.03786563,002192,16303773.5,融捷股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-21,002192.XSHE
84,13468730,115506,13468730,18.84,日换手率达到20%的前五只证券,-3.8776,13353224,-12.3673,-10.3542,-15.1805,-12.9155,-3.4501,-0.8719,33.10974532,71.8545057,-3.1847,-0.7084,-9.0234,-7.3569,9.5011,13.2425,-11.0403,-7.7384,42.79779352,-12.5265,-9.6458,54.97844949,002742,115506,三圣股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-21,002742.XSHE
85,37121784.06,0,37121784.06,9.48,日振幅值达到15%的前五只证券,3.0435,37121784.06,10.0211,6.8718,4.5359,1.641,4.9578,-1.5385,3.04347826,19.88349809,1.7932,-0.4103,5.0633,1.0256,0.4219,-2.4615,4.7468,-0.4103,3.04347826,5.3797,0.5128,19.88349809,002509,0,天广中茂,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-20,002509.XSHE
86,16091103,169002,16091103,19.6,日换手率达到20%的前五只证券,3.321,15922101,-14.6939,-14.1158,-20.1531,-20.2172,-3.8776,-5.1189,38.47935289,78.46317576,-7.9082,-7.0838,-7.1939,-5.9462,5.3061,5.9979,-12.551,-12.0993,48.55821407,-11.7347,-10.5998,61.03256728,002742,169002,三圣股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-20,002742.XSHE
87,16421889,,16421889,32.14,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,-8.1714,16421889,0.4978,2.3065,-0.0311,0.7899,-0.4045,-0.4107,6.63570006,117.60324946,-6.5961,-4.5814,-1.4312,0.3476,-2.1469,0.0316,-1.7424,-0.2212,22.6249523,-0.809,1.0427,49.28007408,600260,,凯乐科技,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-20,600260.XSHG
88,,24193848,,10.49,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,-8.941,-24193848,-3.3365,-2.9722,-4.5758,-3.164,-1.7159,-1.6299,-0.19029499,15.50124185,-10.1049,-10.0671,-3.7178,-3.164,-13.7274,-13.1352,-6.673,-6.6155,8.47983451,-6.7684,-6.232,-13.50071472,600293,24193848,三峡新材,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-19,600293.XSHG
89,94707242.2,0,94707242.2,180.4,日涨幅偏离值达到7%的前五只证券,10,94707242.2,2.816,3.6415,-2.9933,-1.4734,8.6475,7.563,83.6506159,1348.99598394,5.7151,7.2101,5.5987,5.8824,24.5787,24.3697,2.7328,2.577,86.7494824,-4.878,-4.5938,326.47754137,300618,0,寒锐钴业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-18,300618.XSHE
90,703627,25958498.82,703627,47.9,日跌幅偏离值达到7%的前五只证券,-6.2072,-25254871.82,-2.3591,-0.9066,-3.7161,-3.015,1.3152,-0.9066,100.67029744,1208.7431694,-9.1858,-9.8039,-2.2756,-2.2138,-15.7505,-15.3801,-5.5532,-5.6715,1208.7431694,7.0981,5.2077,1208.7431694,300675,25958498.82,建科院,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-18,300675.XSHE
91,703627,25958498.82,703627,47.9,日换手率达到20%的前五只证券,-6.2072,-25254871.82,-2.3591,-0.9066,-3.7161,-3.015,1.3152,-0.9066,100.67029744,1208.7431694,-9.1858,-9.8039,-2.2756,-2.2138,-15.7505,-15.3801,-5.5532,-5.6715,1208.7431694,7.0981,5.2077,1208.7431694,300675,25958498.82,建科院,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-18,300675.XSHE
92,1106154,50605433.89,1106154,174.4,日振幅值达到15%的前五只证券,1.1132,-49499279.89,-1.9954,0.1765,-7.4255,-5.2941,4.9197,6,50.47454702,1178.59237537,-5.1032,-3.1118,0.2752,2.7824,13.9736,17.2941,0.3498,0.8824,1178.59237537,1.0608,2.3529,1178.59237537,300676,50605433.89,华大基因,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-18,300676.XSHE
93,26514902.4,1019948,26514902.4,51.07,日涨幅偏离值达到7%的前五只证券,9.9935,25494954.4,-16.7417,-11.22,-7.2254,-8,-6.2072,-5.14,158.05962607,1295.35519126,-18.5236,-16.4,-4.9736,-6,-22.1565,-19.8698,-8.3415,-7.24,1295.35519126,-5.2281,-3.2,1295.35519126,300675,1019948,建科院,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-15,300675.XSHE
94,26514902.4,1019948,26514902.4,51.07,日换手率达到20%的前五只证券,9.9935,25494954.4,-16.7417,-11.22,-7.2254,-8,-6.2072,-5.14,158.05962607,1295.35519126,-18.5236,-16.4,-4.9736,-6,-22.1565,-19.8698,-8.3415,-7.24,1295.35519126,-5.2281,-3.2,1295.35519126,300675,1019948,建科院,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-15,300675.XSHE
95,25659481,52116288.38,25659481,22.61,日换手率达到20%的前五只证券,1.3901,-26456807.38,-12.0743,-11.2868,-14.7722,-15.5907,2.8306,-0.0878,40.00000001,20.26595827,-16.2318,-17.8744,2.0345,1.8884,-28.1291,-28.5463,6.8111,3.0742,63.24909858,-5.8381,-6.9829,27.02247278,000762,52116288.38,西藏矿业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-15,000762.XSHE
96,296491,29092910.25,28143172.54,28.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.2931,-949737.710000001,-25.4991,-22.4695,-20.5604,-19.0596,-5.0788,-3.0869,23.80745882,43.3232935,-25.0088,-21.8952,-7.7408,-5.42,-19.4396,-19.7416,-6.62,-5.9584,23.80745882,-15.6567,-14.3216,23.80745908,000935,29092910.25,四川双马,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-14,000935.XSHE
97,51182506,323910,51182506,22.3,日换手率达到20%的前五只证券,-3.5884,50858596,-9.6413,-10.9051,-13.5426,-15.2759,1.3901,0.5298,42.94871795,18.17700133,-17.7578,-19.6468,4.2601,0.4415,-23.6771,-24.2384,3.4529,2.4283,59.85663083,-1.9283,-4.8124,23.61419153,000762,323910,西藏矿业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-14,000762.XSHE
98,9553436.73,0,9553436.73,9.64,日涨幅偏离值达到7%的前五只证券,10.0457,9553436.73,-8.4025,-3.5987,-11.6183,-7.1974,-3.527,-1.1996,30.62330622,42.18289089,-15.0415,-10.9051,-1.556,0.7634,-22.8216,-18.6478,-4.5643,0.2181,1.04821802,-7.8838,-3.2715,7.23025584,002109,0,兴化股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-14,002109.XSHE
99,51146955.49,435941,51146955.49,21.89,日涨幅偏离值达到7%的前五只证券,10,50711014.49,-10.233,-13.8926,-16.857,-20.0178,-4.5226,-7.3236,67.48278501,225.81543991,-24.3033,-26.4092,-5.4363,-9.8535,-21.3796,-24.7226,-6.5327,-9.5872,162.470024,-4.1571,-7.5455,219.66797882,002497,435941,雅化集团,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-13,002497.XSHE
100,27846681.54,0,27846681.54,27.91,日涨幅偏离值达到7%的前五只证券,10.0118,27846681.54,-19.8495,-28.0822,-19.2762,-27.332,2.2931,-9.1324,21.0320902,54.11374963,-22.5009,-29.6477,-2.9022,-11.9374,-14.3676,-23.0267,-5.6252,-14.0574,21.0320902,-10.2114,-18.5584,21.03209045,000935,0,四川双马,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-13,000935.XSHE
101,546405,64661903,546405,23.13,日换手率达到20%的前五只证券,2.8457,-64115498,-9.1656,-10.4922,-13.1863,-13.6442,-3.5884,-2.2021,48.26923076,22.25158644,-21.2278,-21.114,-2.2482,-1.6839,-26.3294,-26.8998,0.5188,-1.7703,74.82993197,4.4099,1.3385,28.92976676,000762,64661903,西藏矿业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-13,000762.XSHE
102,72691130.5,7810432,65769658.5,22.49,日换手率达到20%的前五只证券,9.334,59098608.5,-6.7141,-5.1364,-10.1378,-8.9545,2.8457,5.2727,44.16666666,10.24509804,-16.9409,-14.7273,-0.8448,2.9545,-24.2775,-22.5455,0.5336,3.5,64.88269795,2.5789,5.4545,25.36231885,000762,6671050,西藏矿业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-12,000762.XSHE
103,72691130.5,7810432,72691130.5,22.49,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.334,64880698.5,-6.7141,-5.1364,-10.1378,-8.9545,2.8457,5.2727,44.16666666,10.24509804,-16.9409,-14.7273,-0.8448,2.9545,-24.2775,-22.5455,0.5336,3.5,64.88269795,2.5789,5.4545,25.36231885,000762,7810432,西藏矿业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-12,000762.XSHE
104,51399,13278298.95,51399,62.96,日换手率达到20%的前五只证券,-7.2344,-13226899.95,-14.136,-11.8576,-12.8018,-9.5294,0.9053,4.0911,151.13681691,337.52605976,-12.6588,-8.8641,-2.2395,1.4469,-17.2649,-13.3877,-7.3698,-5.2054,337.52605976,-8.418,-5.7043,337.52605976,300689,13278298.95,澄天伟业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-12,300689.XSHE
105,,20953542.14,,71.28,有价格涨跌幅限制的日换手率达到20%的前三只证券,4.5315,-20953542.14,-10.8165,-4.8626,-8.4035,-3.3374,-9.9467,-4.5304,372.36580517,372.36580517,-20.4686,-15.4334,-9.133,-4.5757,-30.7099,-24.5394,-6.1728,-0.5134,372.36580517,-15.2217,-11.2806,372.36580517,603079,20953542.14,圣达生物,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-11,603079.XSHG
106,71205529,18201985.22,71205529,172.48,连续三个交易日内，涨幅偏离值累计达到20%的证券,10,53003543.78,-1.49,3.9244,-1.09,3.3309,1.1132,2.9554,91.15593483,1164.51612903,-4.7252,0.212,6.0877,9.1328,18.1528,24.2188,1.3915,5.82,1164.51612903,-5.0904,-0.0787,1164.51612903,300676,18201985.22,华大基因,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-08,300676.XSHE
107,71205529,18201985.22,52416409,172.48,日涨幅偏离值达到7%的前五只证券,10,34869513,-1.49,3.9244,-1.09,3.3309,1.1132,2.9554,91.15593483,1164.51612903,-4.7252,0.212,6.0877,9.1328,18.1528,24.2188,1.3915,5.82,1164.51612903,-5.0904,-0.0787,1164.51612903,300676,17546896,华大基因,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-08,300676.XSHE
108,50760,2609280.2,50760,28.35,日涨幅偏离值达到7%的前五只证券,6.7797,-2558520.2,-6.7372,-7.7739,-10.8642,-7.2085,-2.0459,-1.8728,9.33281913,-19.36860068,-10.8995,-10.4594,-3.5273,-3.3216,-15.3439,-14.947,-4.8677,-6.3604,5.27292982,-6.6667,-6.9611,-16.42099056,000048,2609280.2,康达尔,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-07,000048.XSHE
109,92056,20003328,92056,98.16,日换手率达到20%的前五只证券,3.6427,-19911272,-27.3737,-25.7988,-26.2429,-26.2008,-9.1178,-12.3789,813.11627907,813.11627907,-28.535,-28.2622,-0.0306,-0.0206,-34.6985,-33.0653,-5.2567,-3.9786,813.11627907,-13.3863,-11.8738,813.11627907,300688,20003328,创业黑马,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-07,300688.XSHE
110,49858669,4258,49858669,21.85,日跌幅偏离值达到7%的前五只证券,-6.0619,49854411,-3.8444,-3.7615,-7.2311,-6.9725,-2.0595,-2.1101,31.7058469,13.99865122,-5.3089,-5.7339,-2.1053,-2.844,,,-2.4714,-1.789,31.7058469,-1.1899,-0.6422,5.93869815,300278,4258,华昌达,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-06,300278.XSHE
111,37231712.86,33977498.9,37231712.86,45.83,日涨幅偏离值达到7%的前五只证券,10.0096,3254213.96,-6.8296,-10.7814,-12.5245,-16.6527,-2.4438,-9.674,67.20175118,-16.82533744,-7.3096,-12.9336,-10.2335,-13.6649,-18.3068,-22.3987,-8.2261,-13.1425,53.02170284,-7.5715,-12.2858,30.91298413,300496,33977498.9,中科创达,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-06,300496.XSHE
112,18941928,17324,18941928,94.71,日换手率达到20%的前五只证券,10,18924604,-24.6859,-29.1111,-26.5547,-30.2929,3.6427,-2,781.02325581,781.02325581,-27.1038,-30.9596,-5.8072,-14.1313,-30.2291,-34.1616,3.611,-2.0202,781.02325581,-1.2776,-7.5657,781.02325581,300688,17324,创业黑马,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-06,300688.XSHE
113,22980000,0,22980000,7.66,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0575,22980000,7.3107,4.1825,-1.6971,-3.6755,10.0522,17.4905,33.21739131,4.48737985,-1.0444,-4.6895,18.5379,18.251,-9.9217,-12.6743,12.0104,13.9417,33.21739131,16.188,10.0127,9.9329762,300198,0,纳川股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-05,300198.XSHE
114,22980000,0,22980000,7.66,日涨幅偏离值达到7%的前五只证券,10.0575,22980000,7.3107,4.1825,-1.6971,-3.6755,10.0522,17.4905,33.21739131,4.48737985,-1.0444,-4.6895,18.5379,18.251,-9.9217,-12.6743,12.0104,13.9417,33.21739131,16.188,10.0127,9.9329762,300198,0,纳川股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-05,300198.XSHE
115,33643981.23,102860,33643981.23,41.66,日涨幅偏离值达到7%的前五只证券,10.0079,33541121.23,-2.7844,-4.943,-6.001,-6.8203,10.0096,13.7357,51.98832542,-24.29732224,-0.24,-0.4753,7.3212,2.7329,-10.8257,-12.0722,-1.2482,-1.8061,38.03843605,5.4969,0.7605,19.00141652,300496,102860,中科创达,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-05,300496.XSHE
116,148420,39908850,148420,157.77,日振幅值达到15%的前五只证券,2.822,-39760430,24.2315,21.1433,14.724,13.4646,10.0019,14.2028,56.75111773,1167.22891566,18.8312,17.3386,8.3856,8.5557,19.8073,18.5627,9.0195,7.2623,114.65306122,3.9488,3.4766,1167.22891566,300618,39908850,寒锐钴业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-05,300618.XSHE
117,22689,14564070.56,22689,79.17,日涨幅偏离值达到7%的前五只证券,10.0042,-14541381.56,3.903,-2.0252,-11.3427,-11.8868,10.0038,15.0943,335.23914239,908.53503185,-12.5932,-14.4654,14.6899,10.6918,7.5028,6.9182,4.5724,3.7736,908.53503185,3.5241,-3.5849,908.53503185,300678,14564070.56,中科信息,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-05,300678.XSHE
118,15308000,0,15308000,71.97,日换手率达到20%的前五只证券,3.4349,15308000,6.8223,14.4638,-2.7095,1.6087,10.0042,15.2174,335.12696493,816.81528662,-6.4471,-3.1159,21.0088,32.6087,13.8391,16.3768,26.1637,27.5362,816.81528662,26.5388,26.9565,816.81528662,300678,0,中科信息,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-04,300678.XSHE
119,48704645,120020,48704645,36,日涨幅偏离值达到7%的前五只证券,9.9908,48584625,-9.1944,-11.8919,-13.75,-16.9459,0.4167,-5.4054,72.00191113,44,-10.3056,-13.5135,1.3611,-3.4865,-19.8333,-21.8108,-4.9444,-7.0541,88.18609514,-2.4722,-5.9459,68.38166511,002362,120020,汉王科技,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-04,002362.XSHE
120,37534734.88,,37534734.88,6.24,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,10.0529,37534734.88,-6.25,-10,-12.0192,-15.6923,-2.5641,-6.6154,64.64379948,146.34820465,2.8846,2.7692,-3.6859,-9.3846,0.641,-4,-3.0449,-8.7692,109.3959731,-2.7244,-8.6154,81.03398322,600231,,凌钢股份,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-09-01,600231.XSHG
121,21380521,,21380521,34.69,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.9873,21380521,-5.2753,-9.1915,-13.3468,-15.773,6.2842,-1.2766,232.27969349,232.27969349,-22.0813,-23.4043,-4.3528,-11.5461,-26.6936,-27.8014,-1.1242,-6.8085,232.27969349,-7.3796,-10.922,232.27969349,603357,,设计总院,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-31,603357.XSHG
122,,17601686,,36.28,有价格涨跌幅限制的日换手率达到20%的前三只证券,-2.1839,-17601686,-8.3793,-7.6664,-10.3363,-7.891,-4.2172,-5.3637,55.5079297,222.20248668,-2.9768,-1.3479,-11.0805,-9.8568,-10.0882,-8.9862,-10.8049,-10.4465,222.20248668,-12.1555,-11.5417,222.20248668,603042,17601686,华脉科技,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-31,603042.XSHG
123,29499099,25773498.5,29499099,139.49,日涨幅偏离值达到7%的前五只证券,9.9992,3725600.5,17.5712,14.5211,22.9479,20.2183,10.0007,9.8592,37.42857143,1020.40160643,38.8343,37.6408,13.1049,11.6127,34.0455,31.6901,24.4175,27.4648,86.68361884,23.3063,19.7183,1020.40160643,300618,25773498.5,寒锐钴业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-30,300618.XSHE
124,18378882,,18378882,37.09,有价格涨跌幅限制的日换手率达到20%的前三只证券,9.9941,18378882,-14.4783,-9.2869,-11.4047,-5.6929,-2.1839,2.3864,58.97985426,229.39609236,-2.5883,2.0702,-6.309,-3.1052,-9.76,-4.5428,-13.0224,-7.7056,229.39609236,-15.0984,-9.7757,229.39609236,603042,,华脉科技,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-30,603042.XSHG
125,25362000,25362,25362000,126.81,日涨幅偏离值达到7%的前五只证券,10.0017,25336638,33.1835,31.5189,46.1478,44.0258,9.9992,11.6967,24.93596059,918.55421687,53.2292,54.0785,20.9999,22.709,34.0431,32.3842,24.4145,24.6677,69.71359743,34.8474,35.3339,918.55421687,300618,25362,寒锐钴业,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-29,300618.XSHE
126,0,24781120.54,0,14.43,日涨幅偏离值达到7%的前五只证券,9.9848,-24781120.54,4.6431,4.1001,-2.079,-1.5983,-1.4553,-3.7526,9.9847561,-5.80372177,-7.4151,-6.6018,8.3853,11.1883,-4.4352,-3.9611,12.2661,9.9375,9.9847561,7.0686,6.3933,9.9847577,300440,24781120.54,运达科技,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-29,300440.XSHE
127,6081912,0,6081912,9.99,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-5.038,6081912,-2.6026,1.0417,-0.2002,3.9583,0.9009,1.6667,-33.57712766,-28.33572418,4.7047,7.3958,-2.5025,1.4583,0.1001,3.75,-1.2012,2.8125,-33.57712766,-2.7027,1.1458,-33.5771273,000613,0,*ST东海A,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-28,000613.XSHE
128,9309000,,9309000,31.01,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,-10.0116,9309000,17.188,20.9403,20.4128,24.3748,1.6446,4.8016,-13.23447118,212.28600201,25.6046,30.0433,4.6759,7.7026,37.504,39.2131,6.8365,10.0367,97.13922441,8.2876,10.1034,212.28600201,603320,,迪贝电气,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-04,603320.XSHG
129,9309000,,9309000,31.01,有价格涨跌幅限制的日换手率达到20%的前三只证券,-10.0116,9309000,17.188,20.9403,20.4128,24.3748,1.6446,4.8016,-13.23447118,212.28600201,25.6046,30.0433,4.6759,7.7026,37.504,39.2131,6.8365,10.0367,97.13922441,8.2876,10.1034,212.28600201,603320,,迪贝电气,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-04,603320.XSHG
130,709876,,709876,34.46,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,-10.0026,709876,8.7057,19.3163,6.094,17.3815,-10.0116,-3.2893,-3.09336333,247.02920443,13.8712,28.1522,-8.5316,1.3544,15.5833,28.2812,-5.8038,4.1599,140.97902098,-2.5247,9.2551,247.02920443,603320,,迪贝电气,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-08-03,603320.XSHG
131,64911184.38,121606622.19,64911184.38,27.49,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,6.0162,64911184.38,8.5849,9.2593,6.4387,7.037,3.7468,7.3333,131.00840336,177.0901814,16.4787,18.5185,2.1462,7.4074,24.7726,25.5926,12.3681,19.6296,208.08460881,24.227,27.8148,208.42960841,600516,,方大炭素,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-07-25,600516.XSHG
132,29470960.23,,29470960.23,11.02,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.98,29470960.23,9.1652,-1.9312,36.3884,21.9983,4.265,-5.7095,56.53409092,107.46872769,15.8802,10.4114,0.9982,-7.8086,30.127,18.8077,-0.2722,-9.3199,72.62904723,-1.6334,-10.3275,40.52684757,600507,,方大特钢,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-07-19,600507.XSHG
133,0,3575622.44,0,16.3,日跌幅偏离值达到7%的前五只证券,-9.9945,-3575622.44,-3.5583,-2.1263,-3.681,-1.8136,-9.9387,-9.9437,-14.74895397,-59.15803566,-7.7914,-5.8787,-7.7301,-6.5666,2.0859,3.7523,-8.0368,-6.8168,-41.18140541,-8.7117,-6.8168,-48.46194327,300379,3575622.44,东方通,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-07-14,300379.XSHE
134,88689228.39,248839,88689228.39,26.48,日涨幅偏离值达到7%的前五只证券,10.0125,88440389.39,-7.7417,-6.6897,-4.4562,-4.4598,-3.5498,-2.4221,29.17077876,12.92867444,-12.1601,-10.496,-5.5891,-3.268,-14.0106,-12.3414,-4.9849,-3.8831,23.22014726,-7.213,-5.5363,30.44339727,000002,248839,万科A,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-06-26,000002.XSHE
135,6683351,15428782.16,21596535,50.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0109,6073486.84,-1.8793,-1.149,4.2928,2.4762,-6.0336,-7.0127,31.19647028,-4.44234405,-9.001,-7.8843,-1.4243,-4.794,-6.8447,-6.8938,-3.8576,-6.2995,-1.17302053,-5.4204,-6.1609,-10.67326383,000025,15523048.16,特力A,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-06-14,000025.XSHE
136,14913184,94266,14913184,45.33,日涨幅偏离值达到7%的前五只证券,9.9976,14818918,14.1407,14.7826,6.5078,5.1739,1.3677,-0.1739,16.08194622,-20.6824147,8.1844,6.1739,11.5156,9.7391,5.4931,2.4348,4.7871,2.0435,-11.43024619,7.2138,2.8261,-25.56650247,000025,94266,特力A,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-06-12,000025.XSHE
137,37560,17568450,37560,13.48,日涨幅偏离值达到7%的前五只证券,10.0408,-17530890,-7.0475,-3.8931,-12.5371,-10,0.5193,0.7634,7.4103606,-17.04615228,-10.3858,-8.3969,-2.819,0,,,-3.8576,-2.1374,-16.01245947,-4.1543,-1.6794,-29.05263024,300173,17568450,智慧松德,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-06-06,300173.XSHE
138,10109674.38,30143047.24,10109674.38,42.56,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,-5.5482,10109674.38,1.7857,9.9436,-11.1372,-3.0753,-1.6212,10.0974,268.80415945,268.80415945,-9.0461,-3.3829,-6.8844,-2.3834,-11.2312,-3.3573,-11.0902,-3.6392,268.80415945,-12.5,-6.4582,268.80415945,603896,,寿仙谷,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-06-01,603896.XSHG
139,10109674.38,30143047.24,10109674.38,42.56,有价格涨跌幅限制的日换手率达到20%的前三只证券,-5.5482,10109674.38,1.7857,9.9436,-11.1372,-3.0753,-1.6212,10.0974,268.80415945,268.80415945,-9.0461,-3.3829,-6.8844,-2.3834,-11.2312,-3.3573,-11.0902,-3.6392,268.80415945,-12.5,-6.4582,268.80415945,603896,,寿仙谷,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-06-01,603896.XSHG
140,32889074,,32889074,45.06,有价格涨跌幅限制的日换手率达到20%的前三只证券,5.6011,32889074,-12.6054,-15.499,-7.834,-10.3902,-5.5482,-15.887,290.46793761,290.46793761,-14.1367,-16.426,-7.0794,-7.3938,-14.6028,-17.4391,-12.0506,-17.8918,290.46793761,-11.7621,-15.8655,290.46793761,603896,,寿仙谷,80100524,光大证券股份有限公司深圳金田路证券营业部,2017-05-31,603896.XSHG
